"Age","BusinessTravel","Department","DistanceFromHome","Education","EducationField","Application ID","EnvironmentSatisfaction","Gender","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","EmployeeSource","Attrition.cat"
39,"Travel_Rarely","Research & Development",10,"1","Medical",142616,"4","Female","3","2","Sales Executive","4","Divorced",5368,1,"Yes",25,"3","3","1",7,2,"3",6,5,1,2,"Indeed","Stay"
39,"Travel_Rarely","Research & Development",10,"1","Medical",142617,"4","Female","3","2","Sales Executive","4","Divorced",5368,6,"Yes",25,"3","3","1",7,2,"3",6,5,1,2,"Indeed","Stay"
33,"Non-Travel","Sales",16,"3","Medical",142618,"3","Female","3","2","Sales Executive","4","Divorced",5368,7,"Yes",25,"3","3","1",7,2,"3",6,5,1,2,"Indeed","Stay"
33,"Non-Travel","Sales",16,"3","Life Sciences",142619,"3","Female","3","2","Sales Executive","4","Divorced",5368,1,"Yes",25,"4","3","1",7,2,"3",6,5,1,2,"Indeed","Stay"
33,"Non-Travel","Sales",16,"3","Medical",142620,"3","Female","3","2","Sales Executive","4","Divorced",5368,7,"Yes",25,"4","3","1",7,2,"3",6,5,1,2,"Indeed","Stay"
39,"Travel_Rarely","Research & Development",10,"1","Medical",142621,"4","Female","3","2","Sales Executive","4","Divorced",5368,1,"Yes",25,"4","3","1",7,2,"3",6,5,1,2,"Indeed","Stay"
39,"Travel_Rarely","Research & Development",10,"1","Medical",142622,"4","Female","3","2","Sales Executive","4","Divorced",5368,6,"Yes",25,"4","3","1",7,2,"3",6,5,1,2,"Indeed","Stay"
33,"Non-Travel","Sales",16,"3","Life Sciences",142623,"3","Female","3","2","Sales Executive","4","Divorced",5368,1,"Yes",25,"3","3","1",7,2,"3",6,5,1,2,"Indeed","Stay"
39,"Travel_Rarely","Research & Development",10,"1","Medical",142624,"4","Female","3","2","Sales Executive","4","Divorced",5368,1,"Yes",25,"3","3","1",7,2,"3",6,5,1,2,"Indeed","Stay"
39,"Travel_Rarely","Research & Development",10,"1","Medical",142625,"4","Female","3","2","Sales Executive","4","Divorced",5368,6,"Yes",25,"3","3","1",7,2,"3",6,5,1,2,"Indeed","Stay"
33,"Non-Travel","Sales",16,"3","Medical",142626,"3","Female","3","2","Sales Executive","4","Divorced",5368,7,"Yes",25,"3","3","1",7,2,"3",6,5,1,2,"Indeed","Stay"
33,"Non-Travel","Sales",16,"3","Life Sciences",142627,"3","Female","3","2","Sales Executive","4","Divorced",5368,1,"Yes",25,"4","3","1",7,2,"3",6,5,1,2,"Indeed","Stay"
33,"Non-Travel","Sales",16,"3","Medical",142628,"3","Female","3","2","Sales Executive","4","Divorced",5368,7,"Yes",25,"4","3","1",7,2,"3",6,5,1,2,"Indeed","Stay"
39,"Travel_Rarely","Research & Development",10,"1","Medical",142629,"4","Female","3","2","Sales Executive","4","Divorced",5368,1,"Yes",25,"4","3","1",7,2,"3",6,5,1,2,"Indeed","Stay"
36,"Travel_Rarely","Research & Development",26,"4","Life Sciences",142630,"1","Male","3","2","Healthcare Representative","3","Married",5347,6,"No",14,"3","2","2",10,2,"2",3,2,0,2,"Jora","Stay"
42,"Travel_Rarely","Research & Development",13,"3","Medical",142631,"4","Male","3","2","Healthcare Representative","3","Married",5347,6,"No",14,"3","2","2",10,2,"2",3,2,0,2,"Jora","Stay"
42,"Travel_Rarely","Research & Development",13,"3","Medical",142632,"4","Male","3","2","Healthcare Representative","3","Married",5347,0,"No",14,"3","2","2",10,2,"2",3,2,0,2,"Jora","Stay"
36,"Travel_Rarely","Research & Development",26,"4","Technical Degree",142633,"1","Male","3","2","Healthcare Representative","3","Married",5347,0,"No",14,"3","2","2",10,2,"2",3,2,0,2,"Jora","Stay"
36,"Travel_Rarely","Research & Development",26,"4","Life Sciences",142634,"1","Male","3","2","Healthcare Representative","3","Married",5347,6,"No",14,"3","2","2",10,2,"2",3,2,0,2,"Jora","Stay"
36,"Travel_Rarely","Research & Development",26,"4","Technical Degree",142635,"1","Male","3","2","Healthcare Representative","3","Married",5347,0,"No",14,"3","2","2",10,2,"2",3,2,0,2,"Jora","Stay"
42,"Travel_Rarely","Research & Development",13,"3","Medical",142636,"4","Male","3","2","Healthcare Representative","3","Married",5347,6,"No",14,"3","2","2",10,2,"2",3,2,0,2,"Jora","Stay"
42,"Travel_Rarely","Research & Development",13,"3","Medical",142637,"4","Male","3","2","Healthcare Representative","3","Married",5347,0,"No",14,"3","2","2",10,2,"2",3,2,0,2,"Jora","Stay"
36,"Travel_Rarely","Research & Development",26,"4","Life Sciences",142638,"1","Male","3","2","Healthcare Representative","3","Married",5347,6,"No",14,"3","2","2",10,2,"2",3,2,0,2,"Jora","Stay"
42,"Travel_Rarely","Research & Development",13,"3","Medical",142639,"4","Male","3","2","Healthcare Representative","3","Married",5347,6,"No",14,"3","2","2",10,2,"2",3,2,0,2,"Jora","Stay"
42,"Travel_Rarely","Research & Development",13,"3","Medical",142640,"4","Male","3","2","Healthcare Representative","3","Married",5347,0,"No",14,"3","2","2",10,2,"2",3,2,0,2,"Jora","Stay"
36,"Travel_Rarely","Research & Development",26,"4","Technical Degree",142641,"1","Male","3","2","Healthcare Representative","3","Married",5347,0,"No",14,"3","2","2",10,2,"2",3,2,0,2,"Jora","Stay"
36,"Travel_Rarely","Research & Development",26,"4","Life Sciences",142642,"1","Male","3","2","Healthcare Representative","3","Married",5347,6,"No",14,"3","2","2",10,2,"2",3,2,0,2,"Jora","Stay"
36,"Travel_Rarely","Research & Development",26,"4","Technical Degree",142643,"1","Male","3","2","Healthcare Representative","3","Married",5347,0,"No",14,"3","2","2",10,2,"2",3,2,0,2,"Jora","Stay"
42,"Travel_Rarely","Research & Development",13,"3","Medical",142644,"4","Male","3","2","Healthcare Representative","3","Married",5347,6,"No",14,"3","2","2",10,2,"2",3,2,0,2,"Jora","Stay"
42,"Travel_Rarely","Research & Development",13,"3","Medical",142645,"4","Male","3","2","Healthcare Representative","3","Married",5347,0,"No",14,"3","2","2",10,2,"2",3,2,0,2,"Jora","Stay"
44,"Travel_Rarely","Human Resources",1,"3","Life Sciences",142646,"3","Female","3","1","Human Resources","4","Divorced",3195,4,"Yes",18,"3","1","3",8,2,"3",2,2,2,2,"LinkedIn","Stay"
35,"Non-Travel","Research & Development",2,"2","Medical",142647,"4","Female","3","1","Human Resources","4","Divorced",3195,4,"Yes",18,"3","1","3",8,2,"3",2,2,2,2,"LinkedIn","Stay"
44,"Travel_Rarely","Human Resources",1,"3","Life Sciences",142648,"3","Female","3","1","Human Resources","4","Divorced",3195,0,"Yes",18,"3","1","3",8,2,"3",2,2,2,2,"LinkedIn","Stay"
35,"Non-Travel","Research & Development",2,"2","Life Sciences",142649,"4","Female","3","1","Human Resources","4","Divorced",3195,0,"Yes",18,"3","1","3",8,2,"3",2,2,2,2,"LinkedIn","Stay"
35,"Non-Travel","Research & Development",2,"2","Medical",142650,"4","Female","3","1","Human Resources","4","Divorced",3195,4,"Yes",18,"3","1","3",8,2,"3",2,2,2,2,"LinkedIn","Stay"
35,"Non-Travel","Research & Development",2,"2","Life Sciences",142651,"4","Female","3","1","Human Resources","4","Divorced",3195,0,"Yes",18,"3","1","3",8,2,"3",2,2,2,2,"LinkedIn","Stay"
44,"Travel_Rarely","Human Resources",1,"3","Life Sciences",142652,"3","Female","3","1","Human Resources","4","Divorced",3195,4,"Yes",18,"3","1","3",8,2,"3",2,2,2,2,"LinkedIn","Stay"
44,"Travel_Rarely","Human Resources",1,"3","Life Sciences",142653,"3","Female","3","1","Human Resources","4","Divorced",3195,0,"Yes",18,"3","1","3",8,2,"3",2,2,2,2,"LinkedIn","Stay"
44,"Travel_Rarely","Human Resources",1,"3","Life Sciences",142654,"3","Female","3","1","Human Resources","4","Divorced",3195,4,"Yes",18,"3","1","3",8,2,"3",2,2,2,2,"LinkedIn","Stay"
35,"Non-Travel","Research & Development",2,"2","Medical",142655,"4","Female","3","1","Human Resources","4","Divorced",3195,4,"Yes",18,"3","1","3",8,2,"3",2,2,2,2,"LinkedIn","Stay"
44,"Travel_Rarely","Human Resources",1,"3","Life Sciences",142656,"3","Female","3","1","Human Resources","4","Divorced",3195,0,"Yes",18,"3","1","3",8,2,"3",2,2,2,2,"LinkedIn","Stay"
35,"Non-Travel","Research & Development",2,"2","Life Sciences",142657,"4","Female","3","1","Human Resources","4","Divorced",3195,0,"Yes",18,"3","1","3",8,2,"3",2,2,2,2,"LinkedIn","Stay"
35,"Non-Travel","Research & Development",2,"2","Medical",142658,"4","Female","3","1","Human Resources","4","Divorced",3195,4,"Yes",18,"3","1","3",8,2,"3",2,2,2,2,"LinkedIn","Stay"
35,"Non-Travel","Research & Development",2,"2","Life Sciences",142659,"4","Female","3","1","Human Resources","4","Divorced",3195,0,"Yes",18,"3","1","3",8,2,"3",2,2,2,2,"LinkedIn","Stay"
44,"Travel_Rarely","Human Resources",1,"3","Life Sciences",142660,"3","Female","3","1","Human Resources","4","Divorced",3195,4,"Yes",18,"3","1","3",8,2,"3",2,2,2,2,"LinkedIn","Stay"
23,"Travel_Rarely","Research & Development",8,"1","Medical",142661,"4","Male","2","1","Laboratory Technician","3","Single",3989,1,"Yes",11,"4","1","0",5,2,"3",5,4,1,2,"Seek","Left"
37,"Travel_Rarely","Research & Development",10,"4","Medical",142662,"4","Male","2","1","Laboratory Technician","3","Single",3989,1,"Yes",11,"3","1","0",5,2,"3",5,4,1,2,"Seek","Left"
23,"Travel_Rarely","Research & Development",8,"1","Medical",142663,"4","Male","2","1","Laboratory Technician","3","Single",3989,1,"Yes",11,"3","1","0",5,2,"3",5,4,1,2,"Seek","Left"
37,"Travel_Rarely","Research & Development",10,"4","Medical",142664,"4","Male","2","1","Laboratory Technician","3","Single",3989,1,"Yes",11,"3","1","0",5,2,"3",5,4,1,2,"Seek","Left"
23,"Travel_Rarely","Research & Development",8,"1","Medical",142665,"4","Male","2","1","Laboratory Technician","3","Single",3989,1,"Yes",11,"3","1","1",5,2,"3",5,4,1,2,"Company Website","Left"
23,"Travel_Rarely","Research & Development",8,"1","Medical",142666,"4","Male","2","1","Sales Representative","3","Single",3989,1,"Yes",11,"3","1","1",5,2,"3",5,4,1,2,"Company Website","Left"
37,"Travel_Rarely","Research & Development",10,"4","Medical",142667,"4","Male","2","1","Laboratory Technician","3","Single",3989,1,"Yes",11,"3","1","0",5,2,"3",5,4,1,2,"Seek","Left"
37,"Travel_Rarely","Research & Development",10,"4","Medical",142668,"4","Male","2","1","Laboratory Technician","3","Single",3989,1,"Yes",11,"3","1","0",5,2,"3",5,4,1,2,"Seek","Left"
23,"Travel_Rarely","Research & Development",8,"1","Medical",142669,"4","Male","2","1","Laboratory Technician","3","Single",3989,1,"Yes",11,"4","1","0",5,2,"3",5,4,1,2,"Seek","Left"
37,"Travel_Rarely","Research & Development",10,"4","Medical",142670,"4","Male","2","1","Laboratory Technician","3","Single",3989,1,"Yes",11,"3","1","0",5,2,"3",5,4,1,2,"Seek","Left"
23,"Travel_Rarely","Research & Development",8,"1","Medical",142671,"4","Male","2","1","Laboratory Technician","3","Single",3989,1,"Yes",11,"3","1","0",5,2,"3",5,4,1,2,"Seek","Left"
37,"Travel_Rarely","Research & Development",10,"4","Medical",142672,"4","Male","2","1","Laboratory Technician","3","Single",3989,1,"Yes",11,"3","1","0",5,2,"3",5,4,1,2,"Seek","Left"
23,"Travel_Rarely","Research & Development",8,"1","Medical",142673,"4","Male","2","1","Laboratory Technician","3","Single",3989,1,"Yes",11,"3","1","1",5,2,"3",5,4,1,2,"Company Website","Left"
23,"Travel_Rarely","Research & Development",8,"1","Medical",142674,"4","Male","2","1","Sales Representative","3","Single",3989,1,"Yes",11,"3","1","1",5,2,"3",5,4,1,2,"Company Website","Left"
37,"Travel_Rarely","Research & Development",10,"4","Medical",142675,"4","Male","2","1","Laboratory Technician","3","Single",3989,1,"Yes",11,"3","1","0",5,2,"3",5,4,1,2,"Seek","Left"
37,"Travel_Rarely","Research & Development",10,"4","Medical",142676,"4","Male","2","1","Laboratory Technician","3","Single",3989,1,"Yes",11,"3","1","0",5,2,"3",5,4,1,2,"Seek","Left"
38,"Travel_Rarely","Research & Development",4,"2","Medical",142677,"4","Female","3","1","Laboratory Technician","3","Married",3306,7,"No",19,"3","4","1",7,5,"2",0,0,0,0,"Adzuna","Stay"
30,"Travel_Rarely","Research & Development",10,"3","Medical",142678,"4","Female","3","1","Laboratory Technician","3","Married",3306,7,"No",19,"3","4","1",7,5,"2",0,0,0,0,"Adzuna","Stay"
38,"Travel_Rarely","Research & Development",4,"2","Life Sciences",142679,"4","Female","3","1","Laboratory Technician","3","Married",3306,1,"No",19,"3","4","1",7,5,"2",0,0,0,0,"Adzuna","Stay"
30,"Travel_Rarely","Research & Development",10,"3","Medical",142680,"4","Female","3","1","Laboratory Technician","3","Married",3306,1,"No",19,"3","4","1",7,5,"2",0,0,0,0,"Adzuna","Stay"
30,"Travel_Rarely","Research & Development",10,"3","Medical",142681,"4","Female","3","1","Laboratory Technician","3","Married",3306,7,"No",19,"3","4","1",7,5,"2",0,0,0,0,"Adzuna","Stay"
30,"Travel_Rarely","Research & Development",10,"3","Medical",142682,"4","Female","3","1","Laboratory Technician","3","Married",3306,1,"No",19,"3","4","1",7,5,"2",0,0,0,0,"Adzuna","Stay"
38,"Travel_Rarely","Research & Development",4,"2","Medical",142683,"4","Female","3","1","Laboratory Technician","3","Married",3306,7,"No",19,"3","4","1",7,5,"2",0,0,0,0,"Adzuna","Stay"
38,"Travel_Rarely","Research & Development",4,"2","Life Sciences",142684,"4","Female","3","1","Laboratory Technician","3","Married",3306,1,"No",19,"3","4","1",7,5,"2",0,0,0,0,"Adzuna","Stay"
38,"Travel_Rarely","Research & Development",4,"2","Medical",142685,"4","Female","3","1","Laboratory Technician","3","Married",3306,7,"No",19,"3","4","1",7,5,"2",0,0,0,0,"Adzuna","Stay"
30,"Travel_Rarely","Research & Development",10,"3","Medical",142686,"4","Female","3","1","Laboratory Technician","3","Married",3306,7,"No",19,"3","4","1",7,5,"2",0,0,0,0,"Adzuna","Stay"
38,"Travel_Rarely","Research & Development",4,"2","Life Sciences",142687,"4","Female","3","1","Laboratory Technician","3","Married",3306,1,"No",19,"3","4","1",7,5,"2",0,0,0,0,"Adzuna","Stay"
30,"Travel_Rarely","Research & Development",10,"3","Medical",142688,"4","Female","3","1","Laboratory Technician","3","Married",3306,1,"No",19,"3","4","1",7,5,"2",0,0,0,0,"Adzuna","Stay"
30,"Travel_Rarely","Research & Development",10,"3","Medical",142689,"4","Female","3","1","Laboratory Technician","3","Married",3306,7,"No",19,"3","4","1",7,5,"2",0,0,0,0,"Adzuna","Stay"
30,"Travel_Rarely","Research & Development",10,"3","Medical",142690,"4","Female","3","1","Laboratory Technician","3","Married",3306,1,"No",19,"3","4","1",7,5,"2",0,0,0,0,"Adzuna","Stay"
38,"Travel_Rarely","Research & Development",4,"2","Medical",142691,"4","Female","3","1","Laboratory Technician","3","Married",3306,7,"No",19,"3","4","1",7,5,"2",0,0,0,0,"Adzuna","Stay"
38,"Travel_Rarely","Research & Development",4,"2","Life Sciences",142692,"4","Female","3","1","Laboratory Technician","3","Married",3306,1,"No",19,"3","4","1",7,5,"2",0,0,0,0,"Adzuna","Stay"
53,"Travel_Rarely","Research & Development",24,"4","Medical",142693,"2","Male","4","3","Healthcare Representative","4","Married",7005,3,"No",15,"4","3","0",11,2,"3",4,3,1,2,"GlassDoor","Stay"
53,"Travel_Rarely","Research & Development",24,"4","Technical Degree",142696,"2","Male","4","3","Healthcare Representative","4","Married",7005,0,"No",15,"3","3","0",11,2,"3",4,3,1,2,"GlassDoor","Stay"
53,"Travel_Rarely","Research & Development",24,"4","Medical",142699,"2","Male","4","3","Healthcare Representative","4","Married",7005,3,"No",15,"3","3","0",11,2,"3",4,3,1,2,"GlassDoor","Stay"
53,"Travel_Rarely","Research & Development",24,"4","Medical",142700,"2","Male","4","3","Healthcare Representative","4","Married",7005,3,"No",15,"4","3","0",11,2,"3",4,3,1,2,"GlassDoor","Stay"
53,"Travel_Rarely","Research & Development",24,"4","Technical Degree",142703,"2","Male","4","3","Healthcare Representative","4","Married",7005,0,"No",15,"3","3","0",11,2,"3",4,3,1,2,"GlassDoor","Stay"
53,"Travel_Rarely","Research & Development",24,"4","Medical",142706,"2","Male","4","3","Healthcare Representative","4","Married",7005,3,"No",15,"3","3","0",11,2,"3",4,3,1,2,"GlassDoor","Stay"
48,"Travel_Frequently","Sales",7,"2","Medical",142707,"4","Female","3","1","Sales Representative","3","Married",2655,2,"Yes",11,"3","3","2",19,3,"3",9,7,7,7,"Company Website","Left"
46,"Travel_Rarely","Research & Development",21,"2","Medical",142708,"4","Female","3","1","Sales Representative","3","Married",2655,2,"Yes",11,"3","3","2",19,3,"3",9,7,7,7,"Company Website","Left"
48,"Travel_Frequently","Sales",7,"2","Marketing",142709,"4","Female","3","1","Sales Representative","3","Married",2655,9,"Yes",11,"3","3","2",19,3,"3",9,7,7,7,"Company Website","Left"
46,"Travel_Rarely","Research & Development",21,"2","Other",142710,"4","Female","3","1","Sales Representative","3","Married",2655,9,"Yes",11,"3","3","2",19,3,"3",9,7,7,7,"Company Website","Left"
46,"Travel_Rarely","Research & Development",21,"2","Medical",142711,"4","Female","3","1","Sales Representative","3","Married",2655,2,"Yes",11,"3","3","2",19,3,"3",9,7,7,7,"Company Website","Left"
46,"Travel_Rarely","Research & Development",21,"2","Other",142712,"4","Female","3","1","Sales Representative","3","Married",2655,9,"Yes",11,"3","3","2",19,3,"3",9,7,7,7,"Company Website","Left"
48,"Travel_Frequently","Sales",7,"2","Medical",142713,"4","Female","3","1","Sales Representative","3","Married",2655,2,"Yes",11,"3","3","2",19,3,"3",9,7,7,7,"Company Website","Left"
48,"Travel_Frequently","Sales",7,"2","Marketing",142714,"4","Female","3","1","Sales Representative","3","Married",2655,9,"Yes",11,"3","3","2",19,3,"3",9,7,7,7,"Company Website","Left"
48,"Travel_Frequently","Sales",7,"2","Medical",142715,"4","Female","3","1","Sales Representative","3","Married",2655,2,"Yes",11,"3","3","2",19,3,"3",9,7,7,7,"Company Website","Left"
46,"Travel_Rarely","Research & Development",21,"2","Medical",142716,"4","Female","3","1","Sales Representative","3","Married",2655,2,"Yes",11,"3","3","2",19,3,"3",9,7,7,7,"Company Website","Left"
48,"Travel_Frequently","Sales",7,"2","Marketing",142717,"4","Female","3","1","Sales Representative","3","Married",2655,9,"Yes",11,"3","3","2",19,3,"3",9,7,7,7,"Company Website","Left"
46,"Travel_Rarely","Research & Development",21,"2","Other",142718,"4","Female","3","1","Sales Representative","3","Married",2655,9,"Yes",11,"3","3","2",19,3,"3",9,7,7,7,"Company Website","Left"
46,"Travel_Rarely","Research & Development",21,"2","Medical",142719,"4","Female","3","1","Sales Representative","3","Married",2655,2,"Yes",11,"3","3","2",19,3,"3",9,7,7,7,"Company Website","Left"
46,"Travel_Rarely","Research & Development",21,"2","Other",142720,"4","Female","3","1","Sales Representative","3","Married",2655,9,"Yes",11,"3","3","2",19,3,"3",9,7,7,7,"Company Website","Left"
48,"Travel_Frequently","Sales",7,"2","Medical",142721,"4","Female","3","1","Sales Representative","3","Married",2655,2,"Yes",11,"3","3","2",19,3,"3",9,7,7,7,"Company Website","Left"
48,"Travel_Frequently","Sales",7,"2","Marketing",142722,"4","Female","3","1","Sales Representative","3","Married",2655,9,"Yes",11,"3","3","2",19,3,"3",9,7,7,7,"Company Website","Left"
32,"Travel_Rarely","Research & Development",2,"4","Life Sciences",142723,"4","Male","3","1","Laboratory Technician","2","Single",1393,1,"No",12,"3","1","0",1,2,"3",1,0,0,0,"Indeed","Left"
58,"Non-Travel","Sales",2,"3","Medical",142724,"4","Male","3","1","Laboratory Technician","2","Single",1393,1,"No",12,"3","1","0",1,2,"3",1,0,0,0,"Indeed","Stay"
32,"Travel_Rarely","Research & Development",2,"4","Life Sciences",142725,"4","Male","3","1","Laboratory Technician","2","Single",1393,1,"No",12,"3","1","0",1,2,"3",1,0,0,0,"Indeed","Left"
58,"Non-Travel","Sales",2,"3","Life Sciences",142726,"4","Male","3","1","Laboratory Technician","2","Single",1393,1,"No",12,"3","1","0",1,2,"3",1,0,0,0,"Indeed","Stay"
32,"Travel_Rarely","Research & Development",2,"4","Life Sciences",142727,"4","Male","3","1","Laboratory Technician","2","Single",1393,1,"No",12,"3","1","0",1,2,"3",1,0,0,0,"Indeed","Left"
32,"Travel_Rarely","Research & Development",2,"4","Life Sciences",142728,"4","Male","3","1","Laboratory Technician","2","Single",1393,1,"No",12,"3","1","0",1,2,"3",1,0,0,0,"Indeed","Left"
58,"Non-Travel","Sales",2,"3","Medical",142729,"4","Male","3","1","Laboratory Technician","2","Single",1393,1,"No",12,"3","1","0",1,2,"3",1,0,0,0,"Indeed","Stay"
58,"Non-Travel","Sales",2,"3","Life Sciences",142730,"4","Male","3","1","Laboratory Technician","2","Single",1393,1,"No",12,"3","1","0",1,2,"3",1,0,0,0,"Indeed","Stay"
32,"Travel_Rarely","Research & Development",2,"4","Life Sciences",142731,"4","Male","3","1","Laboratory Technician","2","Single",1393,1,"No",12,"3","1","0",1,2,"3",1,0,0,0,"Indeed","Left"
58,"Non-Travel","Sales",2,"3","Medical",142732,"4","Male","3","1","Laboratory Technician","2","Single",1393,1,"No",12,"3","1","0",1,2,"3",1,0,0,0,"Indeed","Stay"
32,"Travel_Rarely","Research & Development",2,"4","Life Sciences",142733,"4","Male","3","1","Laboratory Technician","2","Single",1393,1,"No",12,"3","1","0",1,2,"3",1,0,0,0,"Indeed","Left"
58,"Non-Travel","Sales",2,"3","Life Sciences",142734,"4","Male","3","1","Laboratory Technician","2","Single",1393,1,"No",12,"3","1","0",1,2,"3",1,0,0,0,"Indeed","Stay"
32,"Travel_Rarely","Research & Development",2,"4","Life Sciences",142735,"4","Male","3","1","Laboratory Technician","2","Single",1393,1,"No",12,"3","1","0",1,2,"3",1,0,0,0,"Indeed","Left"
58,"Non-Travel","Sales",2,"3","Medical",142737,"4","Male","3","1","Laboratory Technician","2","Single",1393,1,"No",12,"3","1","0",1,2,"3",1,0,0,0,"Indeed","Stay"
58,"Non-Travel","Sales",2,"3","Life Sciences",142738,"4","Male","3","1","Laboratory Technician","2","Single",1393,1,"No",12,"3","1","0",1,2,"3",1,0,0,0,"Indeed","Stay"
26,"Non-Travel","Research & Development",7,"3","Medical",142739,"4","Male","3","1","Laboratory Technician","4","Single",2570,1,"No",20,"3","3","0",7,5,"3",7,7,5,7,"Referral","Stay"
35,"Travel_Rarely","Research & Development",23,"4","Medical",142740,"4","Male","3","1","Laboratory Technician","4","Single",2570,1,"No",20,"3","3","0",7,5,"3",7,7,5,7,"Referral","Stay"
26,"Non-Travel","Research & Development",7,"3","Marketing",142741,"4","Male","3","1","Laboratory Technician","4","Single",2570,1,"No",20,"3","3","0",7,5,"3",7,7,5,7,"Referral","Stay"
35,"Travel_Rarely","Research & Development",23,"4","Other",142742,"4","Male","3","1","Laboratory Technician","4","Single",2570,1,"No",20,"3","3","0",7,5,"3",7,7,5,7,"Referral","Stay"
26,"Non-Travel","Research & Development",7,"3","Medical",142743,"4","Male","3","1","Laboratory Technician","4","Single",2570,1,"No",20,"4","3","0",7,5,"3",7,7,5,7,"Referral","Stay"
26,"Non-Travel","Research & Development",7,"3","Marketing",142744,"4","Male","3","1","Laboratory Technician","4","Single",2570,1,"No",20,"4","3","0",7,5,"3",7,7,5,7,"Referral","Stay"
35,"Travel_Rarely","Research & Development",23,"4","Medical",142745,"4","Male","3","1","Laboratory Technician","4","Single",2570,1,"No",20,"4","3","0",7,5,"3",7,7,5,7,"Referral","Stay"
35,"Travel_Rarely","Research & Development",23,"4","Other",142746,"4","Male","3","1","Laboratory Technician","4","Single",2570,1,"No",20,"4","3","0",7,5,"3",7,7,5,7,"Referral","Stay"
26,"Non-Travel","Research & Development",7,"3","Medical",142747,"4","Male","3","1","Laboratory Technician","4","Single",2570,1,"No",20,"3","3","0",7,5,"3",7,7,5,7,"Referral","Stay"
35,"Travel_Rarely","Research & Development",23,"4","Medical",142748,"4","Male","3","1","Laboratory Technician","4","Single",2570,1,"No",20,"3","3","0",7,5,"3",7,7,5,7,"Referral","Stay"
26,"Non-Travel","Research & Development",7,"3","Marketing",142749,"4","Male","3","1","Laboratory Technician","4","Single",2570,1,"No",20,"3","3","0",7,5,"3",7,7,5,7,"Referral","Stay"
35,"Travel_Rarely","Research & Development",23,"4","Other",142750,"4","Male","3","1","Laboratory Technician","4","Single",2570,1,"No",20,"3","3","0",7,5,"3",7,7,5,7,"Referral","Stay"
26,"Non-Travel","Research & Development",7,"3","Medical",142751,"4","Male","3","1","Laboratory Technician","4","Single",2570,1,"No",20,"4","3","0",7,5,"3",7,7,5,7,"Referral","Stay"
26,"Non-Travel","Research & Development",7,"3","Marketing",142752,"4","Male","3","1","Laboratory Technician","4","Single",2570,1,"No",20,"4","3","0",7,5,"3",7,7,5,7,"Referral","Stay"
35,"Travel_Rarely","Research & Development",23,"4","Medical",142753,"4","Male","3","1","Laboratory Technician","4","Single",2570,1,"No",20,"4","3","0",7,5,"3",7,7,5,7,"Referral","Stay"
35,"Travel_Rarely","Research & Development",23,"4","Other",142754,"4","Male","3","1","Laboratory Technician","4","Single",2570,1,"No",20,"4","3","0",7,5,"3",7,7,5,7,"Referral","Stay"
55,"Travel_Rarely","Research & Development",22,"3","Technical Degree",142755,"1","Male","2","1","Research Scientist","2","Divorced",3537,5,"No",12,"3","4","1",8,1,"3",4,2,1,2,"Adzuna","Stay"
54,"Travel_Rarely","Research & Development",7,"4","Medical",142756,"4","Male","2","1","Research Scientist","2","Divorced",3537,5,"No",12,"3","4","1",8,1,"3",4,2,1,2,"Adzuna","Stay"
54,"Travel_Rarely","Research & Development",7,"4","Marketing",142757,"4","Male","2","1","Research Scientist","2","Divorced",3537,3,"No",12,"3","4","1",8,1,"3",4,2,1,2,"Adzuna","Stay"
55,"Travel_Rarely","Research & Development",22,"3","Other",142758,"1","Male","2","1","Research Scientist","2","Divorced",3537,4,"No",12,"3","4","1",8,1,"3",4,2,1,2,"Adzuna","Stay"
54,"Travel_Rarely","Research & Development",7,"4","Medical",142759,"4","Male","2","1","Research Scientist","2","Divorced",3537,5,"No",12,"3","4","1",8,1,"3",4,2,1,2,"Adzuna","Stay"
54,"Travel_Rarely","Research & Development",7,"4","Marketing",142760,"4","Male","2","1","Research Scientist","2","Divorced",3537,3,"No",12,"3","4","1",8,1,"3",4,2,1,2,"Adzuna","Stay"
55,"Travel_Rarely","Research & Development",22,"3","Other",142761,"1","Male","2","1","Research Scientist","2","Divorced",3537,4,"No",12,"3","4","1",8,1,"3",4,2,1,2,"Adzuna","Stay"
55,"Travel_Rarely","Research & Development",22,"3","Technical Degree",142762,"1","Male","2","1","Research Scientist","2","Divorced",3537,5,"No",12,"3","4","1",8,1,"3",4,2,1,2,"Adzuna","Stay"
54,"Travel_Rarely","Research & Development",7,"4","Medical",142763,"4","Male","2","1","Research Scientist","2","Divorced",3537,5,"No",12,"3","4","1",8,1,"3",4,2,1,2,"Adzuna","Stay"
54,"Travel_Rarely","Research & Development",7,"4","Marketing",142764,"4","Male","2","1","Research Scientist","2","Divorced",3537,3,"No",12,"3","4","1",8,1,"3",4,2,1,2,"Adzuna","Stay"
55,"Travel_Rarely","Research & Development",22,"3","Other",142765,"1","Male","2","1","Research Scientist","2","Divorced",3537,4,"No",12,"3","4","1",8,1,"3",4,2,1,2,"Adzuna","Stay"
